
Virus Strain Name,Accession ID,Data Source,Related ID,Nuc.Completeness,Sequence Length,Sequence Quality,Quality Assessment,Host,Sample Collection Date,Location,Originating Lab,Submission Date,Submitting Lab
hCoV-19/Guangdong/GDFS2020052-P0025/2020,EPI_ISL_413875,GISAID,,Complete,29903,Low,279/0/NA/NA/NA,Homo sapiens,2020-02-10,China / Guangdong,"Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention",2020-03-09,Guangdong Provincial Institution of Public Health
SARS-CoV-2/mehr1/human/2020/IRN,MT163712,GenBank,EPI_ISL_414516,Partial,87,High,0/0/NA/NA/NA,Homo sapiens,2020-02-29,Iran,,2020-03-09,"Molecular Pathology, Mehr Pathobiology Lab"
SARS-CoV-2/341/human/2020/IND,MT163714,GenBank,EPI_ISL_414515,Partial,399,High,0/0/NA/NA/NA,Homo sapiens,2020-02-29,India,,2020-03-04,"Biotechnology, National Centre for Disease Control"
SARS-CoV-2/341/human/2020/IND,MT163715,GenBank,,Partial,264,High,0/0/NA/NA/NA,Homo sapiens,2020-02-29,India,,2020-03-04,"Biotechnology, National Centre for Disease Control"
SARS-CoV-2/MHKN-2/human/2020/IRN,MT163737,GenBank,EPI_ISL_414513,Partial,322,High,0/0/NA/NA/NA,Homo sapiens,2020-02-29,Iran,,2020-03-05,"Gastrointestinal and Liver Diseases Research Center, Iran University of Medical Sciences"
SARS-CoV-2/MHKN-4/human/2020/IRN,MT163738,GenBank,EPI_ISL_414514,Partial,322,High,0/0/NA/NA/NA,Homo sapiens,2020-02-29,Iran,,2020-03-05,"Gastrointestinal and Liver Diseases Research Center, Iran University of Medical Sciences"
hCoV-19/USA/UC-CDPH-UC11/2020,EPI_ISL_413931,GISAID,,Complete,29903,High,0/0/0/9/NO,Homo sapiens,2020-03-05,United States / California / San Francisco,California Department of Public Health,2020-03-10,"Chiu Laboratory UCSF-Abbott Viral Diagnostics and Discovery Center University of California, San Francisco"
hCoV-19/USA/CA-CDPH-UC9/2020,EPI_ISL_413928,GISAID,,Complete,29903,High,0/0/0/9/NO,Homo sapiens,2020-03-05,United States / California / San Francisco,California Department of Public Health,2020-03-10,Chiu Laboratory UCSF-Abbott Viral Diagnostics and Discovery Center
hCoV-19/USA/CA-CDPH-UC6/2020,EPI_ISL_413924,GISAID,,Complete,29903,Low,36/0/NA/NA/NA,Homo sapiens,2020-03-05,United States / California / San Francisco,California Department of Public Health,2020-03-10,"Chiu Laboratory UCSF-Abbott Viral Diagnostics and Discovery Center University of California, San Francisco"
hCoV-19/USA/CA-CDPH-UC5/2020,EPI_ISL_413922,GISAID,,Complete,29903,Low,694/0/NA/NA/NA,Homo sapiens,2020-03-05,United States / California / San Francisco,California Department of Public Health,2020-03-10,"Chiu Laboratory UCSF-Abbott Viral Diagnostics and Discovery Center University of California, San Francisco"
hCoV-19/USA/CA-CDPH-UC7/2020,EPI_ISL_413925,GISAID,,Complete,29903,High,0/0/0/8/NO,Homo sapiens,2020-03-05,United States / California / San Francisco,California Department of Public Health,2020-03-10,"Chiu Laboratory UCSF-Abbott Viral Diagnostics and Discovery Center University of California, San Francisco"
hCoV-19/USA/CA-CDPH-UC8/2020,EPI_ISL_413926,GISAID,,Complete,29903,Low,756/0/NA/NA/NA,Homo sapiens,2020-03-05,United States / California / San Francisco,California Department of Public Health,2020-03-10,"Chiu Laboratory UCSF-Abbott Viral Diagnostics and Discovery Center University of California, San Francisco"
SARS-CoV-2/255194/human/2020/IRN,MT186677,GenBank,EPI_ISL_413904,Partial,363,High,0/0/NA/NA/NA,Homo sapiens,2020-02-09,Iran / Qom,Iran National Influenza Center,2020-03-09,Iran National Influenza Center
SARS-CoV-2/1319/human/2020/IRN,MT186679,GenBank,EPI_ISL_413955,Partial,363,High,0/0/NA/NA/NA,Homo sapiens,2020-03-05,Iran / Tehran,Iran National Influenza Center,2020-03-10,Iran National Influenza Center
SARS-CoV-2/1337/human/2020/IRN,MT186676,GenBank,EPI_ISL_413949,Partial,363,High,0/0/NA/NA/NA,Homo sapiens,2020-03-03,Iran / Tehran,Iran National Influenza Center,2020-03-10,Iran National Influenza Center
SARS-CoV-2/25Aq/human/2020/IRN,MT186678,GenBank,EPI_ISL_413905,Partial,363,High,0/0/NA/NA/NA,Homo sapiens,2020-02-22,Iran / Tehran,Iran National Influenza Center,2020-03-09,Iran National Influenza Center
hCoV-19/Switzerland/GE3895/2020,EPI_ISL_413997,GISAID,,Complete,29890,High,0/0/0/8/YES,Homo sapiens,2020-02-26,Switzerland / Geneva,"Laboratoire de Virologie, HUG",2020-03-10,Swiss National Reference Centre for Influenza
hCoV-19/Switzerland/AG0361/2020,EPI_ISL_413999,GISAID,,Complete,29887,High,0/0/0/6/NO,Homo sapiens,2020-02-27,Switzerland / Argovie,"Laboratoire de Virologie, HUG",2020-03-10,Swiss National Reference Centre for Influenza
hCoV-19/Switzerland/VD5615/2020,EPI_ISL_414023,GISAID,,Complete,29891,High,0/0/0/8/YES,Homo sapiens,2020-03-01,Switzerland / Vaud,"Laboratoire de Virologie, HUG",2020-03-10,Swiss National Reference Centre for Influenza
hCoV-19/Switzerland/GE9586/2020,EPI_ISL_414022,GISAID,,Complete,29870,High,0/0/0/8/YES,Homo sapiens,2020-02-27,Switzerland / Geneva,"Laboratoire de Virologie, HUG",2020-03-10,Swiss National Reference Centre for Influenza
hCoV-19/Switzerland/BL0902/2020,EPI_ISL_414021,GISAID,,Complete,29890,High,0/0/0/8/YES,Homo sapiens,2020-02-27,Switzerland / Basel,"Laboratoire de Virologie, HUG",2020-03-10,Swiss National Reference Centre for Influenza
hCoV-19/Switzerland/GE5373/2020,EPI_ISL_414020,GISAID,,Complete,29865,High,0/0/0/5/NO,Homo sapiens,2020-02-27,Switzerland / Geneva,"Laboratoire de Virologie, HUG",2020-03-10,Swiss National Reference Centre for Influenza
hCoV-19/Switzerland/GE3121/2020,EPI_ISL_414019,GISAID,,Complete,29871,High,0/0/0/5/NO,Homo sapiens,2020-02-27,Switzerland / Geneva,"Laboratoire de Virologie, HUG",2020-03-10,Swiss National Reference Centre for Influenza
hCoV-19/England/200940527/2020,EPI_ISL_414005,GISAID,,Complete,29903,High,1/1/0/6/NO,Homo sapiens,2020-02-25,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-10,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/England/200990724/2020,EPI_ISL_414006,GISAID,,Complete,29903,High,1/0/0/5/NO,Homo sapiens,2020-02-28,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-10,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/England/200990725/2020,EPI_ISL_414007,GISAID,,Complete,29903,High,1/0/0/5/NO,Homo sapiens,2020-02-28,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-10,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/England/200960041/2020,EPI_ISL_414008,GISAID,,Complete,29903,High,0/1/0/7/NO,Homo sapiens,2020-02-27,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-10,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/England/200960515/2020,EPI_ISL_414009,GISAID,,Complete,29903,High,1/0/0/3/NO,Homo sapiens,2020-02-25,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-10,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/Brazil/SPBR-04/2020,EPI_ISL_414017,GISAID,,Complete,29799,Low,628/6/NA/NA/NA,Homo sapiens,2020-03-04,Brazil / Sao Paulo / Sao Paulo,Hospital São Joaquim Beneficencia Portuguesa,2020-03-10,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory"
hCoV-19/England/200981386/2020,EPI_ISL_414010,GISAID,,Complete,29903,Low,54/7/NA/NA/NA,Homo sapiens,2020-02-26,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-10,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/England/200990006/2020,EPI_ISL_414011,GISAID,,Complete,29903,High,1/0/0/4/NO,Homo sapiens,2020-02-26,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-10,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/Brazil/SPBR-06/2020,EPI_ISL_414015,GISAID,,Complete,29853,Low,359/10/NA/NA/NA,Homo sapiens,2020-02-29,Brazil / Sao Paulo / Sao Paulo,Hospital São Joaquim Beneficencia Portuguesa,2020-03-10,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory"
hCoV-19/England/200990723/2020,EPI_ISL_414012,GISAID,,Complete,29903,High,0/0/0/8/YES,Homo sapiens,2020-02-27,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-10,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/England/201000003/2020,EPI_ISL_414013,GISAID,,Complete,29903,Low,79/0/NA/NA/NA,Homo sapiens,2020-03-01,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-10,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/Brazil/SPBR-03/2020,EPI_ISL_414014,GISAID,,Complete,29676,Low,37/1/NA/NA/NA,Homo sapiens,2020-03-02,Brazil / Sao Paulo / Sao Paulo,Hospital Israelita Albert Einstein,2020-03-10,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory"
hCoV-19/Brazil/SPBR-05/2020,EPI_ISL_414016,GISAID,,Complete,29833,Low,23/0/NA/NA/NA,Homo sapiens,2020-02-29,Brazil / Sao Paulo / Sao Paulo,Hospital São Joaquim Beneficencia Portuguesa,2020-03-10,"Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory"
hCoV-19/Switzerland/TI9486/2020,EPI_ISL_413996,GISAID,,Complete,29872,High,0/0/0/5/NO,Homo sapiens,2020-02-24,Switzerland / Tessin,"Laboratoire de Virologie, HUG",2020-03-10,Swiss National Reference Centre for Influenza
hCoV-19/Scotland/CVR03/2020,EPI_ISL_414025,GISAID,,Complete,29903,Low,362/0/NA/NA/NA,Homo sapiens,2020-03-01,Scotland,"West of Scotland Specialist Virology Centre, NHSGGC",2020-03-10,MRC-University of Glasgow Centre for Virus Research
hCoV-19/Scotland/CVR02/2020,EPI_ISL_414024,GISAID,,Complete,29903,Low,557/0/NA/NA/NA,Homo sapiens,2020-03-02,Scotland,"West of Scotland Specialist Virology Centre, NHSGGC",2020-03-10,MRC-University of Glasgow Centre for Virus Research
hCoV-19/Scotland/CVR05/2020,EPI_ISL_414027,GISAID,,Complete,29903,High,0/0/0/5/NO,Homo sapiens,2020-03-04,Scotland,"West of Scotland Specialist Virology Centre, NHSGGC",2020-03-10,MRC-University of Glasgow Centre for Virus Research
hCoV-19/Scotland/CVR04/2020,EPI_ISL_414026,GISAID,,Complete,29903,Low,558/0/NA/NA/NA,Homo sapiens,2020-03-04,Scotland,"West of Scotland Specialist Virology Centre, NHSGGC",2020-03-10,MRC-University of Glasgow Centre for Virus Research
hCoV-19/Guangdong/FS-S42-P0046/2020,EPI_ISL_413869,GISAID,,Complete,29903,Low,837/0/NA/NA/NA,Homo sapiens,2020-02-28,China / Guangdong,"Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention",2020-03-09,Guangdong Provincial Institution of Public Health
hCoV-19/Guangdong/FS-S48-P0047/2020,EPI_ISL_413870,GISAID,,Complete,29903,Low,1698/0/NA/NA/NA,Homo sapiens,2020-02-28,China / Guangdong,"Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention",2020-03-09,Guangdong Provincial Institution of Public Health
hCoV-19/Guangdong/GZ-S6-P0050/2020,EPI_ISL_413873,GISAID,,Partial,29903,Low,1921/0/NA/NA/NA,Homo sapiens,2020-02-28,China / Guangdong,"Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention",2020-03-09,Guangdong Provincial Institution of Public Health
hCoV-19/Guangdong/2020XN4373-P0039/2020,EPI_ISL_413851,GISAID,,Complete,29903,Low,147/1/NA/NA/NA,Homo sapiens,2020-01-30,China / Guangdong,"Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention",2020-03-09,Guangdong Provincial Institution of Public Health
hCoV-19/Guangdong/GDSZ202015-P0019/2020,EPI_ISL_413867,GISAID,,Complete,29903,Low,88/2/NA/NA/NA,Homo sapiens,2020-02-05,China / Guangdong,"Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention",2020-03-09,Guangdong Provincial Institution of Public Health
hCoV-19/Guangdong/GD2020087-P0008/2020,EPI_ISL_413863,GISAID,,Complete,29903,High,0/0/0/2/NO,Homo sapiens,2020-02-01,China / Guangdong,"Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention",2020-03-09,Guangdong Provincial Institution of Public Health
SARS-CoV-2/IQTC04/human/2020/CHN,MT123292,GenBank,,Complete,29981,High,0/0/3/21/YES,Homo sapiens,2020-01-27,China / Guangdong / Guangzhou,,2020-02-28,"Technology Centre, Guangzhou Customs"
SARS-CoV-2/IQTC03/human/2020/CHN,MT123293,GenBank,,Complete,29929,High,0/0/1/26/YES,Homo sapiens,2020-01-29,China / Guangdong / Guangzhou,,2020-02-28,"Technology Centre, Guangzhou Customs"
SARS-CoV-2/NIHE/human/2020/VIE,MT127113,GenBank,,Partial,615,High,0/0/NA/NA/NA,Homo sapiens,2020-02-10,Vietnam,,2020-02-27,"Vietnam Academy of Science of Technology, Institute of Biotechnology VietNam"
SARS-CoV-2/NIHE/human/2020/VIE,MT127114,GenBank,,Partial,1411,High,0/0/NA/NA/NA,Homo sapiens,2020-02-10,Vietnam,,2020-02-27,"Vietnam Academy of Science of Technology, Institute of Biotechnology VietNam"
SARS-CoV-2/NIHE/human/2020/VIE,MT127115,GenBank,,Partial,1269,High,0/0/NA/NA/NA,Homo sapiens,2020-02-10,Vietnam,,2020-02-27,"Vietnam Academy of Science of Technology, Institute of Biotechnology VietNam"
SARS-CoV-2/NIHE/human/2020/VIE,MT127116,GenBank,,Partial,459,High,0/0/NA/NA/NA,Homo sapiens,2020-02-10,Vietnam,,2020-02-27,"Vietnam Academy of Science of Technology, Institute of Biotechnology VietNam"
SARS-CoV-2/SH01/human/2020/CHN,MT121215,GenBank,EPI_ISL_414510,Complete,29945,High,0/0/0/2/NO,Homo sapiens,2020-02-02,China / Shanghai,,2020-02-27,Fudan University
SARS-CoV-2/INMI1/human/2020/ITA,MT066156,GenBank,,Complete,29867,High,1/0/0/2/NO,Homo sapiens,2020-01-30,Italy,,2020-02-14,"Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS"
SARS-CoV-2/NIAA05032020/human/2020/ITA,MT161607,GenBank,,Partial,253,High,0/0/NA/NA/NA,Homo sapiens,2020-03-05,Italy,,2020-03-09,"Dipartimento di Medicina e Chirurgia, University of Insubria and Ospedale di Circolo e Fondazione Macchi"
hCoV-19/Portugal/CV63/2020,EPI_ISL_413648,GISAID,,Complete,29903,High,0/0/0/5/NO,Homo sapiens,2020-03-01,Portugal,"Centro Hospitalar e Universitário de Sao Joao, Porto",2020-03-09,Instituto Nacional de Saude (INSA)
hCoV-19/Portugal/CV62/2020,EPI_ISL_413647,GISAID,,Complete,29903,High,0/0/0/8/YES,Homo sapiens,2020-03-01,Portugal,"Centro Hospital do Porto, E.P.E. - H. Geral de Santo Antonio",2020-03-09,Instituto Nacional de Saude (INSA)
hCoV-19/China/WF0002/2020,EPI_ISL_413692,GISAID,,Complete,29860,High,0/0/0/2/NO,Homo sapiens,2020-01,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0001/2020,EPI_ISL_413691,GISAID,,Complete,29856,High,0/0/0/2/NO,Homo sapiens,2020-01,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0003/2020,EPI_ISL_413693,GISAID,,Complete,29850,High,0/0/0/2/NO,Homo sapiens,2020-01,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0004/2020,EPI_ISL_413694,GISAID,,Complete,29867,High,0/0/0/2/NO,Homo sapiens,2020-01,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCov-19/China/WF0016/2020,EPI_ISL_413746,GISAID,,Complete,29852,High,0/0/0/2/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0018/2020,EPI_ISL_413748,GISAID,,Complete,29851,High,0/0/0/2/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0020/2020,EPI_ISL_413750,GISAID,,Complete,29882,High,0/0/0/2/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0015/2020,EPI_ISL_413729,GISAID,,Complete,29879,High,0/0/0/2/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0019/2020,EPI_ISL_413749,GISAID,,Complete,29862,High,0/0/0/4/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0014/2020,EPI_ISL_413711,GISAID,,Complete,29861,High,0/0/0/4/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0028/2020,EPI_ISL_413791,GISAID,,Complete,29859,High,0/0/0/7/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0026/2020,EPI_ISL_413761,GISAID,,Complete,29852,High,0/0/0/5/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0029/2020,EPI_ISL_413809,GISAID,,Complete,29856,High,0/0/0/4/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0009/2020,EPI_ISL_413696,GISAID,,Partial,26840,High,0/0/NA/NA/NA,Homo sapiens,2020-01,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0006/2020,EPI_ISL_413695,GISAID,,Partial,28757,High,0/0/NA/NA/NA,Homo sapiens,2020-01,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0017/2020,EPI_ISL_413747,GISAID,,Partial,28503,High,0/0/NA/NA/NA,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0023/2020,EPI_ISL_413752,GISAID,,Complete,29358,High,0/0/NA/NA/NA,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0012/2020,EPI_ISL_413697,GISAID,,Complete,29852,High,0/0/0/5/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0021/2020,EPI_ISL_413751,GISAID,,Complete,29850,High,0/0/1/3/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0024/2020,EPI_ISL_413753,GISAID,,Complete,29873,High,0/0/1/3/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/USA/WA14-UW10/2020,EPI_ISL_413649,GISAID,,Partial,29579,Low,61/0/NA/NA/NA,Homo sapiens,2020-03-05,United States / Washington,UW Virology Lab,2020-03-09,UW Virology Lab
hCoV-19/USA/WA15-UW11/2020,EPI_ISL_413650,GISAID,,Complete,29903,High,0/0/0/7/NO,Homo sapiens,2020-03-05,United States / Washington,UW Virology Lab,2020-03-09,UW Virology Lab
hCoV-19/USA/WA16-UW12/2020,EPI_ISL_413651,GISAID,,Complete,29903,High,0/0/0/8/YES,Homo sapiens,2020-03-05,United States / Washington,UW Virology Lab,2020-03-09,UW Virology Lab
